Keyword,Traffic Score,Jacard Score,Cosine Score,BERT Score,BLEU-2 Score,BLEU-4 Score,ROUGE-1 Score,Search Volume,Competitor Score,CPC
ソニー 4K HDR テレビ,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
ソニー UHD テレビ,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
ソニー 8K テレビ,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
ソニー OLED テレビ,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
ソニー QLED テレビ,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
ソニー MicroLED テレビ,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
ソニー A90J モデル,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
ソニー Z9J モデル,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
ソニー X95J モデル,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
ソニー Android TV,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
ソニー Google Assistant テレビ,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
ソニー Netflix 対応 テレビ,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
ソニー 省エネ テレビ,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
ソニー エコモード テレビ,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
ソニー 電力消費 テレビ,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
ソニー スリムデザイン テレビ,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
ソニー フレームレス テレビ,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
ソニー モダンデザイン テレビ,642.593837535014,0.12423939272678768,0.8372864734057952,0.6279383897781372,0.11177354031069645,0.04687851541431708,0.5853658536585366,730.9803921568628,90.68627450980392,0.27156862745098037
