Keyword,Traffic Score,Jacard Score,Cosine Score,BERT Score,BLEU-2 Score,BLEU-4 Score,ROUGE-1 Score,Search Volume,Competitor Score,CPC
ソニー損保 手術給付,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 保険金請求手続き,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 契約内容の確認手続き,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 住所変更手続き,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 がん給付,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 手術費用補償,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 入院日数給付,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 終身医療,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 保険サービス,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 保険プラン,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 がん専門保険,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 病気保障,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 入院保障,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 顧客サポート,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 保険相談,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 保険クレームサービス,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 保険申込手続き,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 保険更新手続き,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 保険解約手続き,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 信頼性,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 安全性,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 コストパフォーマンス,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 保険比較,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 保険評価,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 保険ランキング,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 保険料計算,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 保険料見積もり,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 保険料支払い,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 保険契約,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 保険更新,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
ソニー損保 保険解約,2.3333333333333335,0.158025042457447,0.8285354087750116,0.6411824226379395,0.1327898960899152,0.05089900263967201,0.0,3402.6666666666665,9.511111111111111,2.7864444444444443
