Keyword,Traffic Score,Jacard Score,Cosine Score,BERT Score,BLEU-2 Score,BLEU-4 Score,ROUGE-1 Score,Search Volume,Competitor Score,CPC
ソニー 高速処理能力,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー Aマウントレンズ,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 33百万画素,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 24.2百万画素,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー フルサイズCMOS,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー バックイルミネーション,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 高画質,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 高感度,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 高速連写,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 高シャッター速度,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー α7CM2,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー α700,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー α7R V,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 高解像度,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー コンパクト,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 高露出補正,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 高ホワイトバランス,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー フルサイズミラーレス,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー ミラーレス,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 高解像度ミラーレス,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー フルサイズミラーレス,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー ミラーレス,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
